"Item","Participant","Condition","Trial1","CueColor","ScreenWidth","ScreenHeight","Beauty","Valence","Meaning","Worth","Trial2","Reality","Authenticity","Category","Subcategory","Style","Artist","Title","Norms_Liking","Norms_Valence","Norms_Arousal","Norms_Complexity","Norms_Familiarity","ManipulationDistrust","SelfRelevance","Beauty2","Emotion"
"40224.jpg","S092","Human Original",2,"Blue",1280,800,0.603333333333333,0.666666666666667,0.833333333333333,0.6,28,0.55,0.555,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,3,NA,NA,"Positive - High intensity"
"40229.jpg","S092","Human Original",24,"Blue",1280,800,0.343333333333333,0.333333333333333,0.333333333333333,0.2,44,0.575,0.595,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,3,NA,NA,"Negative - High intensity"
"40303.jpg","S092","Human Forgery",40,"Green",1280,800,0.5,0.333333333333333,0.333333333333333,0,16,0.45,0.455,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,3,NA,NA,"Negative - High intensity"
"40309.jpg","S092","AI-Generated",37,"Red",1280,800,0.338333333333333,0.333333333333333,0.166666666666667,0,30,0.555,0.575,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,3,NA,NA,"Negative - Low intensity"
"40716.jpg","S092","AI-Generated",23,"Red",1280,800,0.628333333333333,0.666666666666667,0.333333333333333,0.2,22,0.55,0.565,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,3,NA,NA,"Positive - Low intensity"
"41004.jpg","S092","AI-Generated",38,"Red",1280,800,0.55,0.666666666666667,0.166666666666667,0.2,35,0.585,0.59,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,3,NA,NA,"Negative - Low intensity"
"41026.jpg","S092","Human Forgery",26,"Green",1280,800,0.5,0.5,0.5,0.2,18,0.46,0.44,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,3,NA,NA,"Negative - Low intensity"
"50815.jpg","S092","Human Original",46,"Blue",1280,800,0.621666666666667,0.666666666666667,0.666666666666667,0.4,24,0.56,0.56,"Abstract","Cubistic tendencies","Abstract and Avant-garde","Kupka, František","Untitled",0.492063492063492,0.819444444444444,0.75,0.420454545454545,0.583333333333333,3,NA,NA,"Positive - High intensity"
"50937.jpg","S092","AI-Generated",1,"Red",1280,800,0.433333333333333,0.5,0.5,0.2,3,0.55,0.59,"Abstract","Constructivist tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square",0.396825396825397,0.486111111111111,0.1875,0.170454545454545,1,3,NA,NA,"Negative - Low intensity"
"51003.jpg","S092","Human Original",30,"Blue",1280,800,0.648333333333333,0.833333333333333,0.666666666666667,0.6,42,0.44,0.43,"Abstract","Realistic tendencies II. (20th century)","Abstract and Avant-garde","O`Keeffe, Georgia","Abstraction Blue",0.761904761904762,0.777777777777778,0.21875,0.35,0.278333333333333,3,NA,NA,"Positive - Low intensity"
"51204.jpg","S092","Human Original",36,"Blue",1280,800,0.57,0.666666666666667,0.5,0.4,2,0.44,0.585,"Abstract","Informel tendencies","Abstract and Avant-garde","Götz, Karl Otto","Giverny VII",0.666666666666667,0.736111111111111,0.9125,0.704545454545454,0.833333333333333,3,NA,NA,"Positive - High intensity"
"51208.jpg","S092","Human Forgery",19,"Green",1280,800,0.546666666666667,0.666666666666667,0.666666666666667,0.2,41,0.56,0.56,"Abstract","Informel tendencies","Abstract and Avant-garde","Richter, Gerhard","Abstraktes Bild Courbet",0.428571428571429,0.708333333333333,0.8875,0.931818181818182,0.75,3,NA,NA,"Positive - High intensity"
"51322.jpg","S092","Human Forgery",9,"Green",1280,800,0.465,0.333333333333333,0.333333333333333,0.2,37,0.44,0.445,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Albers, Josef","Homage to the Square, Decided",0.0793650793650794,0.430555555555556,0.225,0.0227272727272727,0.583333333333333,3,NA,NA,"Negative - Low intensity"
"51323.jpg","S092","AI-Generated",47,"Red",1280,800,0.4,0.5,0.166666666666667,0,38,0.63,0.625,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Newman, Barnett","Two Edges",0.555555555555555,0.777777777777778,0.175,0.136363636363636,0.166666666666666,3,NA,NA,"Positive - Low intensity"
"51326.jpg","S092","Human Original",21,"Blue",1280,800,0.47,0.5,0.333333333333333,0.2,33,0.44,0.44,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Olitski, Jules","Lysander I",0.444444444444445,0.916666666666667,0.2375,0.113636363636364,0.833333333333333,3,NA,NA,"Positive - Low intensity"
"51328.jpg","S092","AI-Generated",4,"Red",1280,800,0.355,0.333333333333333,0.333333333333333,0.4,31,0.475,0.47,"Abstract","Abstract expressionistic tendencies","Abstract and Avant-garde","Rothko, Mark","Untitled",0.0952380952380953,0.5,0.1,0,0.833333333333333,3,NA,NA,"Negative - Low intensity"
"10130.jpg","S009","AI-Generated",52,"Green",1440,848,0.55,0.666666666666667,0.5,0.2,62,0,0.5,"Scene","Renaissance and Mannerism","Classical","School of Fontainbleau","Charon Crossing the Styx",0.53968253968254,0.680555555555555,0.7625,0.625,0.833333333333333,0,NA,NA,"Positive - High intensity"
"10224.jpg","S009","AI-Generated",49,"Green",1440,848,0.583333333333333,0.666666666666667,0.666666666666667,0.4,47,0.93,0.75,"Scene","Baroque and Rococo","Classical","Ribera de, Jusepe","Martyrdom of Saint Philip",0.349206349206349,0.0833333333333334,0.7,0.806818181818182,0.333333333333333,0,NA,NA,"Negative - High intensity"
"10226.jpg","S009","Human Forgery",15,"Blue",1440,848,0.683333333333333,0.666666666666667,0.666666666666667,0.4,52,0.91,0.825,"Scene","Baroque and Rococo","Classical","Velázquez, Diego","Apollo in the Forge of Vulcan",0.746031746031746,0.708333333333333,0.6125,0.784090909090909,0.5,0,NA,NA,"Positive - High intensity"
"10229.jpg","S009","Human Original",46,"Red",1440,848,0.616666666666667,0.666666666666667,0.333333333333333,0.4,18,0.12,0.15,"Scene","Baroque and Rococo","Classical","Zurbarán de, Francisco","Christ and the Virgin in the House at Nazareth",0.555555555555555,0.361111111111111,0.3375,0.761363636363636,0.333333333333333,0,NA,NA,"Negative - Low intensity"
"10514.jpg","S009","Human Original",18,"Red",1440,848,0.65,0.666666666666667,0.333333333333333,0.4,54,0.945,0.795,"Scene","Impressionistic tendencies","Impressionist and Expressionist","Slevogt, Max","The Dancer Marietta di Rigardo",0.968253968253968,0.861111111111111,0.7,0.761363636363636,0,0,NA,NA,"Positive - High intensity"
"10601.jpg","S009","AI-Generated",59,"Green",1440,848,0.7,0.666666666666667,0.333333333333333,0.4,59,0.265,0.5,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Boccioni, Umberto","Riot in the Galleria (A Brawl)",0.73015873015873,0.611111111111111,0.9125,0.761363636363636,0.75,0,NA,NA,"Positive - High intensity"
"10609.jpg","S009","Human Original",33,"Red",1440,848,0.666666666666667,0.666666666666667,0.333333333333333,0.2,33,0.725,0.2,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Seurat, Georges-Pierre","Chorus in a Night Club (Le Chahut)",0.714285714285714,0.791666666666667,0.75,0.602272727272727,0.583333333333333,0,NA,NA,"Positive - High intensity"
"10624.jpg","S009","Human Original",39,"Red",1440,848,0.416666666666667,0.333333333333333,0.666666666666667,0.2,27,0,0.5,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Ensor, James","The Rower",0.365079365079365,0.236111111111111,0.2375,0.568181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"10632.jpg","S009","Human Forgery",6,"Blue",1440,848,0.666666666666667,0.666666666666667,0.333333333333333,0.2,60,0.785,0.055,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Sérusier, Paul","The Downpour",0.476190476190476,0.333333333333333,0.2875,0.397727272727273,0.0833333333333334,0,NA,NA,"Negative - Low intensity"
"10648.jpg","S009","AI-Generated",20,"Green",1440,848,0.2,0.333333333333333,0.333333333333333,0.2,14,0.18,0.22,"Scene","Postimpressionistic tendencies","Impressionist and Expressionist","Rousseau, Henri","War",0.301587301587302,0.152777777777778,1,0.75,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11014.jpg","S009","Human Original",37,"Red",1440,848,0.65,0.333333333333333,0.666666666666667,0.4,36,0.885,0.75,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Beckmann, Max","The Night",0.174603174603175,0.0555555555555556,0.8625,0.977272727272727,0.75,0,NA,NA,"Negative - High intensity"
"11016.jpg","S009","AI-Generated",16,"Green",1440,848,0.0833333333333333,0.166666666666667,0.5,0.2,34,0,0.5,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Dix, Otto","The Seven Deadly Sins",0.19047619047619,0.0972222222222222,0.8625,0.840909090909091,0.583333333333333,0,NA,NA,"Negative - High intensity"
"11026.jpg","S009","Human Forgery",62,"Blue",1440,848,0.766666666666667,0.666666666666667,0.666666666666667,0.4,13,0.975,0.9,"Scene","Realistic tendencies II. (20th century)","Romantic and Realism","Fischl, Eric","Barbecue",0.634920634920635,0.722222222222222,0.775,0.693181818181818,0.75,0,NA,NA,"Positive - High intensity"
"11122.jpg","S009","AI-Generated",53,"Green",1440,848,0.166666666666667,0.166666666666667,0.666666666666667,0.2,6,0.275,0.51,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Tooker, George","Subway",0.936507936507937,0.208333333333333,0.85,0.852272727272727,0.416666666666667,0,NA,NA,"Negative - High intensity"
"11126.jpg","S009","Human Original",36,"Red",1440,848,0.2,0.333333333333333,0.666666666666667,0.2,51,0,0.5,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Triumph des Einhorns",0.365079365079365,0.152777777777778,1,1,0.25,0,NA,NA,"Negative - High intensity"
"11127.jpg","S009","Human Original",63,"Red",1440,848,0.0666666666666667,0.166666666666667,0.333333333333333,0.2,45,0,0.5,"Scene","Surrealistic tendencies","Abstract and Avant-garde","Fuchs, Ernst","Der Tanz mit dem Tod",0.428571428571429,0.148055555555556,0.8375,0.909090909090909,0.333333333333333,0,NA,NA,"Negative - High intensity"
"20127.jpg","S009","Human Forgery",19,"Blue",1440,848,0.416666666666667,0.5,0.166666666666667,0.2,11,0.1,0.5,"Portrait","Renaissance and Mannerism","Classical","Bronzino, Agnolo","Portrait of an Elderly Lady",0.291111111111111,0.328611111111111,0.35,0.536363636363636,0.513333333333334,0,NA,NA,"Negative - Low intensity"
"20501.jpg","S009","Human Original",14,"Red",1440,848,0.733333333333333,0.833333333333333,0.666666666666667,0.4,37,0.74,0.175,"Portrait","Impressionistic tendencies","Impressionist and Expressionist","Degas, Edgar","Duchess of Montejasi",0.206349206349206,0.305555555555556,0.2875,0.5,0.25,0,NA,NA,"Negative - Low intensity"
"20714.jpg","S009","Human Original",60,"Red",1440,848,0.15,0.333333333333333,0.5,0.2,58,0,0.5,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Nolde, Emil","Frau mit roter Kapuze",0.619047619047619,0.125,0.8875,0.545454545454545,0,0,NA,NA,"Negative - High intensity"
"20718.jpg","S009","AI-Generated",22,"Green",1440,848,0.366666666666667,0.666666666666667,0.833333333333333,0.4,44,1,1,"Portrait","Expressionistic tendencies","Impressionist and Expressionist","Bacon, Francis","Studie nach Velazquez Porträt von Papst Innozenz X.",0.634920634920635,0.166666666666667,0.9625,0.704545454545454,0.333333333333333,0,NA,NA,"Negative - High intensity"
"21019.jpg","S009","Human Forgery",38,"Blue",1440,848,0.45,0.666666666666667,0.666666666666667,0.4,10,0.78,0.22,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Ramos, Mel","Monterey Jackie",0.523809523809524,0.763888888888889,0.7875,0.340909090909091,0,0,NA,NA,"Positive - High intensity"
"21022.jpg","S009","AI-Generated",27,"Green",1440,848,0.0666666666666667,0.166666666666667,0,0,25,0.6,0.53,"Portrait","Realistic tendencies II. (20th century)","Romantic and Realism","Warhol, Andy","David Hockney",0.777777777777778,0.708333333333333,0.725,0.511363636363636,0.25,0,NA,NA,"Positive - High intensity"
"30201.jpg","S009","Human Original",7,"Red",1440,848,0.7,0.666666666666667,0.333333333333333,0.4,26,0.19,0.5,"Landscape","Baroque and Rococo","Classical","Carracci, Annibale","River Landscape",1,0.875,0.225,0.784090909090909,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30211.jpg","S009","AI-Generated",42,"Green",1440,848,0.75,0.666666666666667,0.5,0.4,9,0.915,0.815,"Landscape","Baroque and Rococo","Classical","Goyen van, Jan","Landscape with Dunes",0.777777777777778,0.805555555555555,0.25,0.579545454545454,0.75,0,NA,NA,"Positive - Low intensity"
"30215.jpg","S009","Human Forgery",2,"Blue",1440,848,0.666666666666667,0.666666666666667,0.333333333333333,0.2,4,0.805,0.745,"Landscape","Baroque and Rococo","Classical","Koninck de, Philips","A Panoramic Landscape with a County Estate",0.73015873015873,0.680555555555555,0.1375,0.681818181818182,0.583333333333333,0,NA,NA,"Positive - Low intensity"
"30403.jpg","S009","AI-Generated",31,"Green",1440,848,0.766666666666667,0.666666666666667,0.5,0.4,42,0.9,0.705,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Gauermann, Friedrich","Der hohe Steinberg bei Berchtesgaden",0.984126984126984,0.972222222222222,0.2875,0.670454545454545,0.75,0,NA,NA,"Positive - Low intensity"
"30408.jpg","S009","Human Original",56,"Red",1440,848,0.516666666666667,0.5,0.333333333333333,0.2,35,0,0.5,"Landscape","Realistic tendencies I. (19th century)","Romantic and Realism","Waldmüller, Ferdinand","View in the Prater",0.952380952380952,1,0.2875,0.704545454545454,0.833333333333333,0,NA,NA,"Positive - Low intensity"
"30620.jpg","S009","Human Forgery",8,"Blue",1440,848,0.65,0.666666666666667,0.333333333333333,0.2,8,0.895,0.105,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Bernard, Émile","Molosmes-Yonne",0.793650793650794,0.847222222222222,0.2125,0.590909090909091,0.916666666666667,0,NA,NA,"Positive - Low intensity"
"30622.jpg","S009","AI-Generated",24,"Green",1440,848,0.966666666666667,1,0.5,0.6,5,1,1,"Landscape","Postimpressionistic tendencies","Impressionist and Expressionist","Gauguin, Paul","Apatarao",0.650793650793651,0.763888888888889,0.225,0.568181818181818,0.5,0,NA,NA,"Positive - Low intensity"
"31006.jpg","S009","AI-Generated",41,"Green",1440,848,0.65,0.666666666666667,0.5,0.4,63,0.86,0.82,"Landscape","Realistic tendencies II. (20th century)","Romantic and Realism","O`Keeffe, Giorgia","Ends of Barns",0.73015873015873,0.861111111111111,0,0.170454545454545,0.0833333333333334,0,NA,NA,"Positive - Low intensity"
"40207.jpg","S009","Human Original",26,"Red",1440,848,0.75,0.666666666666667,0.833333333333333,0.4,43,0.135,0.5,"Still Life","Baroque and Rococo","Classical","Zurbarán de, Francisco","Agnus Dei",0.444444444444445,0.0277777777777778,0.7875,0.454545454545455,0.416666666666667,0,NA,NA,"Negative - High intensity"
"40215.jpg","S009","Human Original",13,"Red",1440,848,0.683333333333333,0.666666666666667,0.333333333333333,0.2,32,0.845,0.86,"Still Life","Baroque and Rococo","Classical","Heda, Willem Claesz.","Still Life with Silver Goblets",0.365079365079365,0.388888888888889,0.375,0.681818181818182,0.75,0,NA,NA,"Negative - Low intensity"
"40224.jpg","S009","AI-Generated",29,"Green",1440,848,0.583333333333333,0.666666666666667,0.5,0.4,28,0.245,0.5,"Still Life","Baroque and Rococo","Classical","Snyders, Frans","Three Monkeys with Fruit",0.793650793650794,0.638888888888889,0.825,0.954545454545454,0.583333333333333,0,NA,NA,"Positive - High intensity"
"40229.jpg","S009","Human Forgery",1,"Blue",1440,848,0.666666666666667,0.666666666666667,0.666666666666667,0.2,40,0.81,0.865,"Still Life","Baroque and Rococo","Classical","Chardin, Jean Siméon","Dead Hare with Powder Flask and Game-bag",0,0.111111111111111,0.65,0.534090909090909,0.666666666666667,0,NA,NA,"Negative - High intensity"
"40303.jpg","S009","Human Original",57,"Red",1440,848,0.05,0.166666666666667,0.5,0.2,38,0,0.5,"Still Life","Idealistic tendencies","Romantic and Realism","Courbet, Jean Désiré Gustave","The Deer",0.26984126984127,0,0.8625,0.625,0.0833333333333334,0,NA,NA,"Negative - High intensity"
"40309.jpg","S009","Human Original",9,"Red",1440,848,0.833333333333333,0.833333333333333,0.666666666666667,0.4,19,0.81,0.16,"Still Life","Idealistic tendencies","Romantic and Realism","Goya de, Francisco José","Still Life with Golden Bream",0.333333333333333,0.291666666666667,0.35,0.443181818181818,0.583333333333333,0,NA,NA,"Negative - Low intensity"
"40716.jpg","S009","AI-Generated",45,"Green",1440,848,0.716666666666667,0.666666666666667,0.333333333333333,0.4,39,0.865,0.925,"Still Life","Expressionistic tendencies","Impressionist and Expressionist","Morandi, Giorgio","Still Life",0.317460317460317,0.652777777777778,0.05,0.125,0.5,0,NA,NA,"Positive - Low intensity"
"41004.jpg","S009","Human Forgery",30,"Blue",1440,848,0.133333333333333,0.166666666666667,0.5,0.2,21,0.085,0.5,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Barraud, François","Tulips perroquets",0.380952380952381,0.375,0.2875,0.488636363636364,1,0,NA,NA,"Negative - Low intensity"
"41026.jpg","S009","AI-Generated",40,"Green",1440,848,0.166666666666667,0.166666666666667,0,0,30,0.175,0.5,"Still Life","Realistic tendencies II. (20th century)","Romantic and Realism","Richter, Gerhard","Küchenstuhl",0.571428571428571,0.402777777777778,0.3125,0.295454545454545,0.333333333333333,0,NA,NA,"Negative - Low intensity"
